type,count,id,type_key,type_lbl,type_lvl
TREG,1,24053457,TREG,Treg,2.0
TFH,1,24051380,TFH,Tfh,2.0
TREG,2,24014877,TREG,Treg,2.0
TACT,1,24014238,,,
T,1,24013429,,,
TREG,1,23948613,TREG,Treg,2.0
TH,1,23921946,TH,Th,2.0
TH2,1,23921946,TH2,Th2,1.0
T,2,23917986,,,
TH17,1,23903844,TH17,Th17,1.0
TCM,1,23903715,TCM,Central Memory,2.0
TREG,1,23883971,TREG,Treg,2.0
TREG,1,23849463,TREG,Treg,2.0
TREG,1,23815575,TREG,Treg,2.0
TH,1,23778031,TH,Th,2.0
TREG,1,23642089,TREG,Treg,2.0
TH,1,23566938,TH,Th,2.0
THELPER,1,23563201,TH,Th,2.0
T,1,23551894,,,
TREG,1,23551894,TREG,Treg,2.0
T,4,23296947,,,
T,1,24138884,,,
TFH,1,24138884,TFH,Tfh,2.0
T,1,24138878,,,
TREG,1,24130669,TREG,Treg,2.0
TREG,1,24127572,TREG,Treg,2.0
TLRTRANSFECTED,1,24098413,,,
THELPER,1,24094077,TH,Th,2.0
TH,1,24041379,TH,Th,2.0
TH,1,24040751,TH,Th,2.0
TFH,1,24035365,TFH,Tfh,2.0
T,3,23996727,,,
TREG,1,23986534,TREG,Treg,2.0
TH2POLARIZED,1,23980210,,,
T,1,23975865,,,
T,1,23962407,,,
TREG,1,23949701,TREG,Treg,2.0
TREG,5,23929911,TREG,Treg,2.0
TREG,1,23845753,TREG,Treg,2.0
TLR,1,23845753,,,
TH17,1,23800789,TH17,Th17,1.0
T,1,23296948,,,
TREG,1,22921804,TREG,Treg,2.0
TREG,1,24098777,TREG,Treg,2.0
T,1,24069354,,,
TOCOTRIENOLADJUVANTED,1,24069344,,,
TREG,1,23966629,TREG,Treg,2.0
TREG,8,23955711,TREG,Treg,2.0
T,1,23955711,,,
TEM,1,23947354,TEM,Effector Memory,2.0
TISSUE,1,23947354,,,
TH17,1,23913124,TH17,Th17,1.0
TREG,1,23891508,TREG,Treg,2.0
T,2,23872054,,,
T,1,23810735,,,
TREG,1,23810735,TREG,Treg,2.0
TH17,3,23807713,TH17,Th17,1.0
TREG,1,23807713,TREG,Treg,2.0
T,1,23807713,,,
TREG,1,23765442,TREG,Treg,2.0
THIRDPARTY,1,23765442,,,
THELPER,1,23715661,TH,Th,2.0
TREG,1,23517245,TREG,Treg,2.0
TREG,1,23321985,TREG,Treg,2.0
TR1,1,24364093,TREG1,Type 1 Treg,1.0
TH17,1,24286492,TH17,Th17,1.0
T,1,24099812,,,
TYPE,1,24099812,,,
TFH2,6,24069401,,,
TREG,2,24068936,TREG,Treg,2.0
T,1,24068936,,,
TH17,1,24068736,TH17,Th17,1.0
T,1,24054321,,,
TFH,1,24054321,TFH,Tfh,2.0
TREG,1,24023916,TREG,Treg,2.0
TUMOUR,1,23989944,,,
TREG,1,23913969,TREG,Treg,2.0
TREG,1,23908471,TREG,Treg,2.0
TH,1,23907446,TH,Th,2.0
INKT,1,23898038,NKT,Natural Killer T,1.0
TREG,1,23898038,TREG,Treg,2.0
TREG,1,23888361,TREG,Treg,2.0
TREG,1,23878189,TREG,Treg,2.0
TREG,1,23827156,TREG,Treg,2.0
T,1,23797066,,,
T,1,23792703,,,
TREG,1,23760658,TREG,Treg,2.0
TH1,1,23760658,TH1,Th1,1.0
T,1,23756166,,,
TREG,1,23756166,TREG,Treg,2.0
TEM,1,23747721,TEM,Effector Memory,2.0
TNFΑPRODUCING,1,23747721,,,
TH2,1,23668241,TH2,Th2,1.0
T,1,23642129,,,
TREG,1,23642129,TREG,Treg,2.0
TREG,1,23607395,TREG,Treg,2.0
TC17,1,23250275,TC17,Tc17,1.0
TH17,2,23991153,TH17,Th17,1.0
T,1,23973222,,,
TREG,1,23973222,TREG,Treg,2.0
TH,1,23933259,TH,Th,2.0
TREG,1,23863094,TREG,Treg,2.0
TREG,1,23851682,TREG,Treg,2.0
TREG,1,23818544,TREG,Treg,2.0
TREG,1,23793781,TREG,Treg,2.0
TREG,1,23754510,TREG,Treg,2.0
TH17,1,23738752,TH17,Th17,1.0
TREG,1,23684702,TREG,Treg,2.0
TH,1,23679844,TH,Th,2.0
TH,4,23647945,TH,Th,2.0
T,1,23628394,,,
TREG,1,23628394,TREG,Treg,2.0
TOLEROGENIC,1,23628394,,,
T,1,23607751,,,
TREG,1,23607751,TREG,Treg,2.0
TREG,1,23580095,TREG,Treg,2.0
TREG,1,23550693,TREG,Treg,2.0
TREG,1,24201117,TREG,Treg,2.0
T,1,24040445,,,
TREG,1,24040445,TREG,Treg,2.0
TOTAL,1,23977138,,,
T,2,23973223,,,
TREG,1,23973223,TREG,Treg,2.0
T,2,23954131,,,
TREG,1,23954131,TREG,Treg,2.0
T,1,23951263,,,
TREG,1,23911752,TREG,Treg,2.0
TH0,1,23906204,TH0,Th0,1.0
TH17,1,23889510,TH17,Th17,1.0
TC1,2,23831323,TC1,Tc1,1.0
TREG,1,23830211,TREG,Treg,2.0
TH17,1,23810578,TH17,Th17,1.0
T,1,23810578,,,
T,1,23761327,,,
TEFF,1,23761327,TEFF,Effector,2.0
TH1,1,23714729,TH1,Th1,1.0
T,1,23679234,,,
TREG,1,23679234,TREG,Treg,2.0
T,1,23661497,,,
TREG,1,23652320,TREG,Treg,2.0
TREG,1,23644046,TREG,Treg,2.0
TREG,1,23624000,TREG,Treg,2.0
TREG,5,23607598,TREG,Treg,2.0
T,1,23607598,,,
TREG,1,23607448,TREG,Treg,2.0
TH17,1,23400328,TH17,Th17,1.0
TEFFECTOR,1,23242597,,,
TH17,1,23994430,TH17,Th17,1.0
T,1,23936084,,,
TREG,1,23893810,TREG,Treg,2.0
TREG,1,23893806,TREG,Treg,2.0
TREG,1,23874581,TREG,Treg,2.0
TH17,1,23864777,TH17,Th17,1.0
TREG,1,23864777,TREG,Treg,2.0
T,1,23844022,,,
T,1,23778140,,,
TREG,1,23778140,TREG,Treg,2.0
TFH,1,23778140,TFH,Tfh,2.0
T,1,23772628,,,
T,1,23733877,,,
TREG,1,23733877,TREG,Treg,2.0
TH17,1,23673666,TH17,Th17,1.0
TH17,1,23653308,TH17,Th17,1.0
TH17,1,23640603,TH17,Th17,1.0
TREG,1,23640603,TREG,Treg,2.0
T,1,23640603,,,
TREG,1,23619469,TREG,Treg,2.0
T,4,23606272,,,
TREG,1,23606272,TREG,Treg,2.0
TH1,1,23606272,TH1,Th1,1.0
TREG,1,23601786,TREG,Treg,2.0
T,1,23564182,,,
TREG,2,23542316,TREG,Treg,2.0
TREG,1,23481270,TREG,Treg,2.0
T,1,23466550,,,
TREG,1,23466550,TREG,Treg,2.0
TREG,1,23428908,TREG,Treg,2.0
INKT,2,23425210,NKT,Natural Killer T,1.0
T,1,23425210,,,
TH2TYPE,1,23425210,TH2,Th2,1.0
NKT,1,23425210,NKT,Natural Killer T,1.0
TH17,1,23266355,TH17,Th17,1.0
TREG,1,23897228,TREG,Treg,2.0
T,2,23890064,,,
TH22,1,23874630,TH22,Th22,1.0
TFH,1,23861861,TFH,Tfh,2.0
TREG,1,23728588,TREG,Treg,2.0
TH17,1,23685554,TH17,Th17,1.0
THELPER,1,23685554,TH,Th,2.0
TC1,1,23658393,TC1,Tc1,1.0
T,1,23656897,,,
TREG,1,23656897,TREG,Treg,2.0
TREG,1,23649045,TREG,Treg,2.0
T,1,23624693,,,
TREG,1,23624693,TREG,Treg,2.0
TH2,2,23524653,TH2,Th2,1.0
T,2,23499512,,,
TREG,1,23499512,TREG,Treg,2.0
TREG,2,23403863,TREG,Treg,2.0
TREG,1,23816512,TREG,Treg,2.0
T,2,23809163,,,
T,1,23799062,,,
TREG,1,23799062,TREG,Treg,2.0
TH2,1,23786933,TH2,Th2,1.0
T,1,23762310,,,
TREG,1,23762310,TREG,Treg,2.0
T,1,23712790,,,
TREG,1,23712790,TREG,Treg,2.0
TIL,1,23686489,,,
TH2,1,23685824,TH2,Th2,1.0
TREG,1,23681097,TREG,Treg,2.0
TREG,1,23661644,TREG,Treg,2.0
TH1,1,23632305,TH1,Th1,1.0
THELPER,1,23632305,TH,Th,2.0
T,1,23632297,,,
TREG,1,23632297,TREG,Treg,2.0
TH22,1,23630362,TH22,Th22,1.0
TH22TYPE,1,23630362,TH22,Th22,1.0
TREG,1,23630356,TREG,Treg,2.0
TREG,1,23630354,TREG,Treg,2.0
TR1,1,23624599,TREG1,Type 1 Treg,1.0
TREG,1,23604104,TREG,Treg,2.0
TH17,1,23596301,TH17,Th17,1.0
T,1,23580465,,,
T,1,23566804,,,
TREG,1,23566804,TREG,Treg,2.0
TH17,1,23566403,TH17,Th17,1.0
TREG,1,23539200,TREG,Treg,2.0
T,1,23434408,,,
TREG,1,23434408,TREG,Treg,2.0
TREG,1,23384284,TREG,Treg,2.0
TREG,1,23332394,TREG,Treg,2.0
CD4T,1,23321919,,,
T,1,23262265,,,
TREG,1,23262265,TREG,Treg,2.0
T,1,23178546,,,
TREG,1,23178546,TREG,Treg,2.0
TREG,1,22495453,TREG,Treg,2.0
TUMORINFILTRATING,1,22495453,,,
TUMOR,1,23825554,,,
T,1,23745830,,,
TREG,1,23728300,TREG,Treg,2.0
TAASPECIFIC,1,23725279,,,
T,1,23707475,,,
TREG,1,23692599,TREG,Treg,2.0
T,2,23688737,,,
TFH,2,23688737,TFH,Tfh,2.0
TREG,1,23686488,TREG,Treg,2.0
TFH,1,23686488,TFH,Tfh,2.0
TREG,1,23682992,TREG,Treg,2.0
TFH,1,23681096,TFH,Tfh,2.0
TREG,2,23670281,TREG,Treg,2.0
TREG,1,23649621,TREG,Treg,2.0
TH17,1,23644504,TH17,Th17,1.0
TREG,1,23614656,TREG,Treg,2.0
VST,1,23610374,,,
TIL,1,23610140,,,
SCT,1,23604105,,,
TREGS,1,23600840,TREG,Treg,2.0
T,1,23536196,,,
TREG,1,23536196,TREG,Treg,2.0
T,1,23504588,,,
NKT,1,23504588,NKT,Natural Killer T,1.0
TH1,1,23477548,TH1,Th1,1.0
T,1,23280396,,,
