actor,category,cell_id,cell_label,cytokine_id,cytokine_label,num_papers,score,cell_ref_id,cytokine_ref_id
cytokine,Positive,CL_0000917,Tc1 cell,CID_131,IL4,1,4.23,CT205A00BF9BAE8E8E,CK6FE135B3F86FB707
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_62,CSF3,1,0.08,,CK42C846A199F37E97
cytokine,Unknown,CL_0000893,thymocyte,CID_93,IL10,1,0.74,CTFE4015328B70D553,CKC5CC1A269C01EC48
cytokine,Unknown,CL_0000912,helper T cell,CID_128,IL33,1,16.43,CTB7DFCED683E6F0A9,CK3B4A795DF4150CF4
cytokine,Negative,CL_0000084,T cell,CID_21,CCL20,1,2.07,,CK710AB1626CA61879
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_135,IL9,1,39.22,CTE7B12DC660323A0E,CK6559F42B7F080788
cytokine,Negative,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_134,IL7,1,70.62,CT22416FE03B9D6C99,CKB3C35A242B11E502
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_121,EBI3,1,70.5,,CK6330B83CEA407C19
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_172,TNFSF8,1,92.39,,CKB4A58D7EF45C45C0
cytokine,Negative,CL_0000911,effector T cell,CID_83,IFNG,1,2.16,CTDD003CDBE64E4F0A,CK128EC732B281BF60
cytokine,Positive,CL_0002038,T follicular helper cell,CID_500,IL27,1,62.39,CTE9F6070561C95355,CKBA47332D395669A3
cytokine,Unknown,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_93,IL10,1,4.94,CT231C4EC31B01615E,CKC5CC1A269C01EC48
cell,Positive,CL_0000084,T cell,CID_136,LIF,1,0.41,,CKD877931B365A9B2F
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_38,CXCL10,1,20.66,CTBFBDE5121B6748D1,CKC45AAE24CED79E33
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_40,CXCL12,1,0.19,,CKF44FAAE0BD64C34C
cytokine,Negative,CL_0000815,regulatory T cell,CID_500,IL27,1,63.51,CTB574584AD019ABB8,CKBA47332D395669A3
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_97,IL12B,1,15.45,CTC3A8C3CBC245616A,CK4FB12B98006424AF
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_89,IL1B,1,0.98,CTE7B12DC660323A0E,CK1E538D2D92F213B3
cytokine,Positive,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_162,TGFB,1,2.36,CT1C58993C5B5BD3B8,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000813,memory T cell,CID_97,IL12B,1,178.22,CT1C58993C5B5BD3B8,CK4FB12B98006424AF
cytokine,Negative,CL_0000912,helper T cell,CID_133,IL6,1,4.44,CTB7DFCED683E6F0A9,CK0CBC35CD2AB7D661
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_118,IL25,1,14.37,CTC3A8C3CBC245616A,CK1A3D9956EEABBF99
cytokine,Positive,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_110,IL2,1,5.39,CT1C58993C5B5BD3B8,CKD21834C7D75FD77F
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_21,CCL20,1,2.9,CTC3A8C3CBC245616A,CK710AB1626CA61879
cell,Positive,CL_0000546,T-helper 2 cell,CID_10,CCL1,1,32.06,CTE7B12DC660323A0E,CKDB7489BEE8CE7869
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_118,IL25,1,12.89,,CK1A3D9956EEABBF99
cytokine,Negative,CL_0000814,mature NK T cell,CID_112,IL21,1,57.08,CT459998F048BE65F2,CK284ADEA6187E1FF3
cytokine,Positive,CL_0000084,T cell,CID_48,PF4,1,0.08,,CK258F7573F98E40CA
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_52,CXCL8,1,0.07,,CK58096F4C0F74908C
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_174,TNF,1,0.56,CT7DC8DD80306E71A2,CK80A1A727AC173EE7
cytokine,Positive,CL_0000815,regulatory T cell,CID_133,IL6,1,0.52,CTB574584AD019ABB8,CK0CBC35CD2AB7D661
cytokine,Negative,CL_0000084,T cell,CID_108,IL18,1,0.47,,CKBF6003C60D23BA0D
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_114,IL23,1,10.73,CTE7B12DC660323A0E,CKBB5E75DBC75FF4F6
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_20,CCL2,1,0.31,,CKCDB807A64FAA7FA0
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_163,TGFB1,1,0.64,CT231C4EC31B01615E,CKFD4CA0B2B4BC3AE4
cell,Positive,CL_0000813,memory T cell,CID_110,IL2,1,0.92,CT1C58993C5B5BD3B8,CKD21834C7D75FD77F
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_135,IL9,1,22.76,CTB574584AD019ABB8,CK6559F42B7F080788
cytokine,Positive,CL_0000902,induced T-regulatory cell,CID_67,IFNA,1,3.57,CT19D812F7CB34BCF6,CKE12753E3C9BCBB59
cytokine,Positive,CL_0000084,T cell,CID_26,CCL25,1,1.32,,CK9622EE49529DA5B9
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_174,TNF,1,0.08,CTE7B12DC660323A0E,CK80A1A727AC173EE7
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_11,CCL11,1,0.37,,CKD459A080C88555A9
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_81,IFNB1,1,0.34,,CKDAFFEFAAAA175C48
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_22,CCL21,1,7.16,,CK17DA99E1B3CC6A24
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_31,CCL5,1,2.36,CTB574584AD019ABB8,CKA5462DC0F090F548
cytokine,Positive,CL_0000911,effector T cell,CID_110,IL2,1,0.39,CTDD003CDBE64E4F0A,CKD21834C7D75FD77F
cytokine,Unknown,CL_0000903,natural T-regulatory cell,CID_81,IFNB1,1,321.99,CT5D4E277D12A1C208,CKDAFFEFAAAA175C48
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_38,CXCL10,1,1.2,CTC3A8C3CBC245616A,CKC45AAE24CED79E33
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_67,IFNA,1,0.39,CTE7B12DC660323A0E,CKE12753E3C9BCBB59
cytokine,Unknown,CL_0002128,Tc17 cell,CID_102,IL17,1,109.48,CT327866E1E3907440,CK2741EFAE1F31AD65
cytokine,Unknown,CL_0000910,cytotoxic T cell,CID_95,IL12,1,3.14,CT231C4EC31B01615E,CKB4EB2D2CC8BBB93D
cytokine,Unknown,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_162,TGFB,1,5.42,CT231C4EC31B01615E,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000814,mature NK T cell,CID_134,IL7,1,4.04,CT459998F048BE65F2,CKB3C35A242B11E502
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_500,IL27,1,5.49,,CKBA47332D395669A3
cytokine,Negative,CL_0000912,helper T cell,CID_83,IFNG,1,1.69,CTB7DFCED683E6F0A9,CK128EC732B281BF60
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_500,IL27,1,2.23,CTE7B12DC660323A0E,CKBA47332D395669A3
cytokine,Unknown,CL_0000492,CD4-positive helper T cell,CID_102,IL17,1,54.74,CTB7DFCED683E6F0A9,CK2741EFAE1F31AD65
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_29,CCL3,1,0.77,,CK761018026BFB91D2
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_148,SPP1,1,1.89,,CK5602A113A2B36CE9
cytokine,Unknown,CL_0000808,DN4 thymocyte,CID_134,IL7,1,650.82,CTFE4015328B70D553,CKB3C35A242B11E502
cytokine,Negative,CL_0000813,memory T cell,CID_173,TNFSF9,1,103.46,CT1C58993C5B5BD3B8,CK16DB62C0EE32FCFC
cytokine,Positive,CL_0000084,T cell,CID_169,TNFSF14,1,3.17,,CK683096FC1829EFE3
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_113,IL22,1,3.17,CTBFBDE5121B6748D1,CK3FDAFD137F96385F
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_164,TGFB2,1,11.68,,CK118D16BE2DAA7F1A
cytokine,Negative,CL_0000084,T cell,CID_128,IL33,1,0.6,,CK3B4A795DF4150CF4
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_32,CCL6,1,6.58,,CKB05EE63CC58A791B
cytokine,Positive,CL_0000911,effector T cell,CID_162,TGFB,1,0.79,CTDD003CDBE64E4F0A,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000815,regulatory T cell,CID_38,CXCL10,1,6.34,CTB574584AD019ABB8,CKC45AAE24CED79E33
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_67,IFNA,1,0.93,CTC3A8C3CBC245616A,CKE12753E3C9BCBB59
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_87,IL1,1,0.93,CTE7B12DC660323A0E,CK9AD30D131EB41CDD
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_83,IFNG,1,0.65,CTBFBDE5121B6748D1,CK128EC732B281BF60
cytokine,Positive,CL_0000893,thymocyte,CID_141,CSF1,1,0.76,CTFE4015328B70D553,CK5C37CFFE5C63276C
cell,Positive,CL_0000910,cytotoxic T cell,CID_103,IL17A,1,5.45,CT231C4EC31B01615E,CK08F84BE8FE5B04F8
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_128,IL33,1,1.33,,CK3B4A795DF4150CF4
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_112,IL21,1,1.99,CTB574584AD019ABB8,CK284ADEA6187E1FF3
cytokine,Positive,CL_0000815,regulatory T cell,CID_174,TNF,1,0.28,CTB574584AD019ABB8,CK80A1A727AC173EE7
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_88,IL1A,1,6.97,CTC3A8C3CBC245616A,CK62F24AB3312060C9
cytokine,Unknown,CL_0000934,"CD4-positive, alpha-beta cytotoxic T cell",CID_174,TNF,1,93.51,CT231C4EC31B01615E,CK80A1A727AC173EE7
cytokine,Positive,CL_0000809,"double-positive, alpha-beta thymocyte",CID_93,IL10,1,16.46,CTFE4015328B70D553,CKC5CC1A269C01EC48
cytokine,Unknown,CL_0000898,naive T cell,CID_8,CD40LG,1,9.26,CT591AB86BE24D7A57,CK5D414D323B3B33D2
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_118,IL25,1,70.62,CTBFBDE5121B6748D1,CK1A3D9956EEABBF99
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_107,IL17F,1,6.41,,CKBA257A42EC57B221
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_170,TNFSF15,1,11.28,,CK8B741FE1F75629F6
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_133,IL6,1,10.55,CT19D812F7CB34BCF6,CK0CBC35CD2AB7D661
cytokine,Positive,CL_0000084,T cell,CID_7,CCL4L2,1,2.64,,CK0FE86457835E5500
cytokine,Negative,CL_0002061,T-helper 9 cell,CID_83,IFNG,1,7.1,CT6972E212EE0037B5,CK128EC732B281BF60
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_163,TGFB1,1,15.78,CT19D812F7CB34BCF6,CKFD4CA0B2B4BC3AE4
cytokine,Negative,CL_0000084,T cell,CID_32,CCL6,1,3.42,,CKB05EE63CC58A791B
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_164,TGFB2,1,3.21,CTC3A8C3CBC245616A,CK118D16BE2DAA7F1A
cytokine,Negative,CL_0002061,T-helper 9 cell,CID_500,IL27,1,568.56,CT6972E212EE0037B5,CKBA47332D395669A3
cytokine,Positive,CL_0000084,T cell,CID_148,SPP1,1,0.12,,CK5602A113A2B36CE9
cytokine,Positive,CL_0000912,helper T cell,CID_88,IL1A,1,4.93,CTB7DFCED683E6F0A9,CK62F24AB3312060C9
cytokine,Unknown,CL_0000084,T cell,CID_18,CCL18,1,4.27,,CK2652D03C61E4A4C1
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_98,IL13,1,63.74,CT22416FE03B9D6C99,CK713350DF0E9099E8
cytokine,Positive,CL_0000911,effector T cell,CID_21,CCL20,1,20.81,CTDD003CDBE64E4F0A,CK710AB1626CA61879
cytokine,Positive,CL_0000898,naive T cell,CID_83,IFNG,1,0.29,CT591AB86BE24D7A57,CK128EC732B281BF60
cytokine,Negative,CL_0000901,Tr1 cell,CID_93,IL10,1,14.06,CT301EB268E263D718,CKC5CC1A269C01EC48
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_89,IL1B,1,0.6,,CK1E538D2D92F213B3
cytokine,Positive,CL_0000811,"CD8-positive, alpha-beta thymocyte",CID_100,IL15,1,119.66,CTFE4015328B70D553,CKD8543B44DC5A3B55
cell,Positive,CL_0000796,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CID_93,IL10,1,72.86,CT22416FE03B9D6C99,CKC5CC1A269C01EC48
cytokine,Unknown,CL_0000814,mature NK T cell,CID_38,CXCL10,1,45.33,CT459998F048BE65F2,CKC45AAE24CED79E33
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_173,TNFSF9,1,2.25,CTC3A8C3CBC245616A,CK16DB62C0EE32FCFC
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_63,CSF2,1,0.07,,CKF6FDD69AB8889E23
cytokine,Negative,CL_0000084,T cell,CID_101,IL16,1,2.69,,CKDFA193E8843A3153
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_98,IL13,1,9.08,CTE7B12DC660323A0E,CK713350DF0E9099E8
cytokine,Positive,CL_0000813,memory T cell,CID_27,CCL26,1,39.94,CT1C58993C5B5BD3B8,CK2CEC2C4F82090835
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_130,IL35,1,43.08,CTB574584AD019ABB8,CK9A1B3304C28CC9DA
cytokine,Positive,CL_0000912,helper T cell,CID_114,IL23,1,11.71,CTB7DFCED683E6F0A9,CKBB5E75DBC75FF4F6
cytokine,Negative,CL_0000084,T cell,CID_113,IL22,1,1.05,,CK3FDAFD137F96385F
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_112,IL21,1,2.32,CTC3A8C3CBC245616A,CK284ADEA6187E1FF3
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_112,IL21,1,23.14,CT22416FE03B9D6C99,CK284ADEA6187E1FF3
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_52,CXCL8,1,0.11,,CK58096F4C0F74908C
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_171,TNFSF4,1,9.01,,CK0F8B5FDE75915FFB
cytokine,Positive,CL_0000911,effector T cell,CID_8,CD40LG,1,2.46,CTDD003CDBE64E4F0A,CK5D414D323B3B33D2
cytokine,Positive,CL_0000901,Tr1 cell,CID_500,IL27,1,53.48,CT301EB268E263D718,CKBA47332D395669A3
cytokine,Unknown,CL_0000910,cytotoxic T cell,CID_38,CXCL10,1,18.29,CT231C4EC31B01615E,CKC45AAE24CED79E33
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_27,CCL26,1,7.47,CTBFBDE5121B6748D1,CK2CEC2C4F82090835
cytokine,Unknown,CL_0000798,gamma-delta T cell,CID_110,IL2,1,1.96,CT7DC8DD80306E71A2,CKD21834C7D75FD77F
cytokine,Positive,CL_0000815,regulatory T cell,CID_113,IL22,1,7.77,CTB574584AD019ABB8,CK3FDAFD137F96385F
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_108,IL18,1,7.79,CTE7B12DC660323A0E,CKBF6003C60D23BA0D
cytokine,Negative,CL_0000813,memory T cell,CID_93,IL10,1,9.16,CT1C58993C5B5BD3B8,CKC5CC1A269C01EC48
cytokine,Positive,CL_0000084,T cell,CID_42,CXCL14,1,1.58,,CKCFC7E8E53181A792
cytokine,Negative,CL_0000893,thymocyte,CID_86,IL1RN,1,23.22,CTFE4015328B70D553,CKA95B181F6273B58D
cytokine,Negative,CL_0000084,T cell,CID_22,CCL21,1,3.72,,CK17DA99E1B3CC6A24
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_135,IL9,1,4.92,CTE7B12DC660323A0E,CK6559F42B7F080788
cytokine,Negative,CL_0000084,T cell,CID_123,IFNL3,1,10.53,,CKAE0CA7DD9FFEE971
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_20,CCL2,1,1.56,CTC3A8C3CBC245616A,CKCDB807A64FAA7FA0
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_174,TNF,1,0.81,CTBFBDE5121B6748D1,CK80A1A727AC173EE7
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_114,IL23,1,1.21,,CKBB5E75DBC75FF4F6
cytokine,Positive,CL_0000084,T cell,CID_501,Monocyte-CSF,1,1.13,,CK5C37CFFE5C63276C
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_52,CXCL8,1,0.53,,CK58096F4C0F74908C
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_111,IL20,1,13.43,,CKAD161B627DD88CC2
cytokine,Negative,CL_0000798,gamma-delta T cell,CID_174,TNF,1,4.44,CT7DC8DD80306E71A2,CK80A1A727AC173EE7
cytokine,Positive,CL_0000815,regulatory T cell,CID_132,IL5,1,1.94,CTB574584AD019ABB8,CK7026891CEAA3C8F9
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_110,IL2,1,0.08,CTE7B12DC660323A0E,CKD21834C7D75FD77F
cytokine,Positive,CL_0000795,"CD8-positive, alpha-beta regulatory T cell",CID_131,IL4,1,14.82,CTB574584AD019ABB8,CK6FE135B3F86FB707
cytokine,Unknown,CL_0000910,cytotoxic T cell,CID_162,TGFB,1,1.66,CT231C4EC31B01615E,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000813,memory T cell,CID_89,IL1B,1,2.2,CT1C58993C5B5BD3B8,CK1E538D2D92F213B3
cytokine,Negative,CL_0000084,T cell,CID_52,CXCL8,1,0.12,,CK58096F4C0F74908C
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_110,IL2,1,0.93,CTBFBDE5121B6748D1,CKD21834C7D75FD77F
cell,Positive,CL_0000902,induced T-regulatory cell,CID_23,CCL22,1,134.36,CT19D812F7CB34BCF6,CK2D3D1D2A86558DFA
cell,Positive,CL_0000546,T-helper 2 cell,CID_164,TGFB2,1,6.99,CTE7B12DC660323A0E,CK118D16BE2DAA7F1A
cytokine,Positive,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_134,IL7,1,37.19,CT1C58993C5B5BD3B8,CKB3C35A242B11E502
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_78,IFNA6,1,642.57,,CKC2099C422A2B5885
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_23,CCL22,1,46.4,CTB574584AD019ABB8,CK2D3D1D2A86558DFA
cytokine,Negative,CL_0000898,naive T cell,CID_134,IL7,1,23.17,CT591AB86BE24D7A57,CKB3C35A242B11E502
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_8,CD40LG,1,2.72,CTC3A8C3CBC245616A,CK5D414D323B3B33D2
cell,Positive,CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",CID_110,IL2,1,19.89,CT591AB86BE24D7A57,CKD21834C7D75FD77F
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_62,CSF3,1,1.53,CTC3A8C3CBC245616A,CK42C846A199F37E97
cell,Positive,CL_0000546,T-helper 2 cell,CID_46,CXCL2,1,6.01,CTE7B12DC660323A0E,CKDA5EC1C94E06DA9C
cytokine,Unknown,CL_0002128,Tc17 cell,CID_95,IL12,1,71.7,CT327866E1E3907440,CKB4EB2D2CC8BBB93D
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_134,IL7,1,5.31,CT231C4EC31B01615E,CKB3C35A242B11E502
cytokine,Positive,CL_0000084,T cell,CID_36,CX3CL1,1,0.15,,CK42BF5461CB51EA2C
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_66,IFN1,1,1.67,,CKD4241FA5448F0A33
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_113,IL22,1,0.99,,CK3FDAFD137F96385F
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_89,IL1B,1,0.57,CTB574584AD019ABB8,CK1E538D2D92F213B3
cytokine,Positive,CL_0000912,helper T cell,CID_63,CSF2,1,0.97,CTB7DFCED683E6F0A9,CKF6FDD69AB8889E23
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_27,CCL26,1,12.6,,CK2CEC2C4F82090835
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_135,IL9,1,4.59,,CK6559F42B7F080788
cytokine,Negative,CL_0000813,memory T cell,CID_134,IL7,1,34.49,CT1C58993C5B5BD3B8,CKB3C35A242B11E502
cytokine,Unknown,CL_0000084,T cell,CID_58,EGF,1,0.85,,CK92C288C8FB8FFFC8
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_112,IL21,1,1.43,CTBFBDE5121B6748D1,CK284ADEA6187E1FF3
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_160,TGF,1,12.61,CTB574584AD019ABB8,CKFD4CA0B2B4BC3AE4
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_102,IL17,1,33.71,CT19D812F7CB34BCF6,CK2741EFAE1F31AD65
cytokine,Unknown,CL_0001042,T-helper 22 cell,CID_113,IL22,1,150.26,CT6312BB928ADE8934,CK3FDAFD137F96385F
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_31,CCL5,1,18.85,CTB574584AD019ABB8,CKA5462DC0F090F548
cytokine,Negative,CL_0000911,effector T cell,CID_162,TGFB,1,6.26,CTDD003CDBE64E4F0A,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000903,natural T-regulatory cell,CID_110,IL2,1,6.74,CT5D4E277D12A1C208,CKD21834C7D75FD77F
cytokine,Unknown,CL_0000084,T cell,CID_96,IL12A,1,13.87,,CK0BEDA03F1EC1D416
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_67,IFNA,1,0.57,CTBFBDE5121B6748D1,CKE12753E3C9BCBB59
cytokine,Unknown,CL_0000893,thymocyte,CID_26,CCL25,1,108.7,CTFE4015328B70D553,CK9622EE49529DA5B9
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_128,IL33,1,0.33,,CK3B4A795DF4150CF4
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_102,IL17,1,10.94,CT231C4EC31B01615E,CK2741EFAE1F31AD65
cytokine,Negative,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_8,CD40LG,1,58.74,CT1C58993C5B5BD3B8,CK5D414D323B3B33D2
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_68,IFNA1,1,121.64,,CKFC48A62B7C762883
cytokine,Positive,CL_0000912,helper T cell,CID_83,IFNG,1,0.21,CTB7DFCED683E6F0A9,CK128EC732B281BF60
cytokine,Negative,CL_0000815,regulatory T cell,CID_174,TNF,1,2.27,CTB574584AD019ABB8,CK80A1A727AC173EE7
cytokine,Unknown,CL_0000492,CD4-positive helper T cell,CID_131,IL4,1,20.74,CTB7DFCED683E6F0A9,CK6FE135B3F86FB707
cytokine,Positive,CL_0000898,naive T cell,CID_22,CCL21,1,40.25,CT591AB86BE24D7A57,CK17DA99E1B3CC6A24
cell,Positive,CL_0000893,thymocyte,CID_51,PPBP,1,3.87,CTFE4015328B70D553,CKD9AE00AB86E878F0
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_131,IL4,1,12.77,CT19D812F7CB34BCF6,CK6FE135B3F86FB707
cytokine,Negative,CL_0000084,T cell,CID_130,IL35,1,4.51,,CK9A1B3304C28CC9DA
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_51,PPBP,1,1.24,CTC3A8C3CBC245616A,CKD9AE00AB86E878F0
cytokine,Positive,CL_0001042,T-helper 22 cell,CID_162,TGFB,1,3.19,CT6312BB928ADE8934,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_162,TGFB,1,0.11,CTC3A8C3CBC245616A,CKFD4CA0B2B4BC3AE4
cytokine,Negative,CL_0002061,T-helper 9 cell,CID_112,IL21,1,125.04,CT6972E212EE0037B5,CK284ADEA6187E1FF3
cytokine,Positive,CL_0000911,effector T cell,CID_174,TNF,1,0.39,CTDD003CDBE64E4F0A,CK80A1A727AC173EE7
cell,Positive,CL_0000815,regulatory T cell,CID_87,IL1,1,1.4,CTB574584AD019ABB8,CK9AD30D131EB41CDD
cytokine,Negative,CL_0000084,T cell,CID_148,SPP1,1,0.98,,CK5602A113A2B36CE9
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,0.19,CTC3A8C3CBC245616A,CK1E538D2D92F213B3
cell,Positive,CL_0000905,"effector memory CD4-positive, alpha-beta T cell",CID_131,IL4,1,87.45,CTC594335ADD6A1D77,CK6FE135B3F86FB707
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_171,TNFSF4,1,2.98,,CK0F8B5FDE75915FFB
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_174,TNF,1,0.37,CTB574584AD019ABB8,CK80A1A727AC173EE7
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_176,XCL1,1,8.06,,CKB20C91CC9E486A5C
cytokine,Negative,CL_0002436,mature CD4 single-positive thymocyte,CID_40,CXCL12,1,1951.05,CTFE4015328B70D553,CKF44FAAE0BD64C34C
cytokine,Positive,CL_0000084,T cell,CID_32,CCL6,1,0.43,,CKB05EE63CC58A791B
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_170,TNFSF15,1,24.72,CTC3A8C3CBC245616A,CK8B741FE1F75629F6
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_170,TNFSF15,1,166.84,CT6972E212EE0037B5,CK8B741FE1F75629F6
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_123,IFNL3,1,100.53,CTB574584AD019ABB8,CKAE0CA7DD9FFEE971
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_66,IFN1,1,12.5,CT7DC8DD80306E71A2,CKD4241FA5448F0A33
cytokine,Unknown,CL_0000815,regulatory T cell,CID_95,IL12,1,3.81,CTB574584AD019ABB8,CKB4EB2D2CC8BBB93D
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_87,IL1,1,0.18,CTC3A8C3CBC245616A,CK9AD30D131EB41CDD
cytokine,Unknown,CL_0000084,T cell,CID_39,CXCL11,1,6.93,,CK199155D296DC9E22
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_98,IL13,1,1.66,CTBFBDE5121B6748D1,CK713350DF0E9099E8
